follower_id,link,followee_id
chunhwa_love,https://www.threads.net/@j3n2v,j3n2v
chunhwa_love,https://www.threads.net/@jeongwonsig6,jeongwonsig6
chunhwa_love,https://www.threads.net/@kim_lee11245578,kim_lee11245578
chunhwa_love,https://www.threads.net/@ghqls0422,ghqls0422
chunhwa_love,https://www.threads.net/@jangminh2389,jangminh2389
chunhwa_love,https://www.threads.net/@davechoi_hawaii,davechoi_hawaii
chunhwa_love,https://www.threads.net/@varnest_official,varnest_official
b_luei_i,https://www.threads.net/@bimhi__2,bimhi__2
b_luei_i,https://www.threads.net/@ohhfascinating,ohhfascinating
b_luei_i,https://www.threads.net/@on_ox_off,on_ox_off
b_luei_i,https://www.threads.net/@kmc_.79,kmc_.79
b_luei_i,https://www.threads.net/@sl2xy,sl2xy
b_luei_i,https://www.threads.net/@jyouthlee,jyouthlee
b_luei_i,https://www.threads.net/@_puum_kinn_,_puum_kinn_
b_luei_i,https://www.threads.net/@nakhwa0613_writer,nakhwa0613_writer
b_luei_i,https://www.threads.net/@yejjiolin,yejjiolin
b_luei_i,https://www.threads.net/@lica_toon,lica_toon
b_luei_i,https://www.threads.net/@halcyon._.lucy,halcyon._.lucy
b_luei_i,https://www.threads.net/@woodngngngn,woodngngngn
b_luei_i,https://www.threads.net/@mind._._.04,mind._._.04
b_luei_i,https://www.threads.net/@suicide__0630,suicide__0630
b_luei_i,https://www.threads.net/@wktkfrleh_07,wktkfrleh_07
b_luei_i,https://www.threads.net/@jiyeon_jonny,jiyeon_jonny
b_luei_i,https://www.threads.net/@fixer_2023,fixer_2023
b_luei_i,https://www.threads.net/@doa_counselling,doa_counselling
b_luei_i,https://www.threads.net/@silent_bin_519,silent_bin_519
b_luei_i,https://www.threads.net/@h._.y_43,h._.y_43
coeseon,https://www.threads.net/@164.4_cm_,164.4_cm_
coeseon,https://www.threads.net/@kanghj8510,kanghj8510
coeseon,https://www.threads.net/@iel_sra,iel_sra
coeseon,https://www.threads.net/@ju__0527,ju__0527
coeseon,https://www.threads.net/@rk9_lilli,rk9_lilli
coeseon,https://www.threads.net/@choi__jina,choi__jina
coeseon,https://www.threads.net/@apple3390,apple3390
coeseon,https://www.threads.net/@blacksky3255,blacksky3255
coeseon,https://www.threads.net/@hype2k_official,hype2k_official
coeseon,https://www.threads.net/@kim.bok.rye,kim.bok.rye
coeseon,https://www.threads.net/@han_pd_drama_music_producer,han_pd_drama_music_producer
coeseon,https://www.threads.net/@pro__kim,pro__kim
coeseon,https://www.threads.net/@lxzin_yeosu,lxzin_yeosu
coeseon,https://www.threads.net/@karrel82,karrel82
coeseon,https://www.threads.net/@smile_jke,smile_jke
coeseon,https://www.threads.net/@0_ho_0129,0_ho_0129
coeseon,https://www.threads.net/@hillstone_dogpoolvilla,hillstone_dogpoolvilla
coeseon,https://www.threads.net/@yoursong_kyojung,yoursong_kyojung
coeseon,https://www.threads.net/@youmg713,youmg713
coeseon,https://www.threads.net/@ella__0__,ella__0__
zzzin._.daaa,https://www.threads.net/@2lun_0.0_,2lun_0.0_
zzzin._.daaa,https://www.threads.net/@xxoo_q5,xxoo_q5
zzzin._.daaa,https://www.threads.net/@hirit9.75,hirit9.75
zzzin._.daaa,https://www.threads.net/@mixingsj,mixingsj
zzzin._.daaa,https://www.threads.net/@jaeseochoi,jaeseochoi
zzzin._.daaa,https://www.threads.net/@jeongainstar,jeongainstar
zzzin._.daaa,https://www.threads.net/@yunsh1109,yunsh1109
zzzin._.daaa,https://www.threads.net/@forest._.tj,forest._.tj
zzzin._.daaa,https://www.threads.net/@siyoung921117,siyoung921117
zzzin._.daaa,https://www.threads.net/@d_gyuut_q_b,d_gyuut_q_b
zzzin._.daaa,https://www.threads.net/@style.eff_,style.eff_
zzzin._.daaa,https://www.threads.net/@troychunmusic,troychunmusic
zzzin._.daaa,https://www.threads.net/@sssssssss.na,sssssssss.na
zzzin._.daaa,https://www.threads.net/@hoon._.zzzzi1111,hoon._.zzzzi1111
zzzin._.daaa,https://www.threads.net/@john_4__,john_4__
zzzin._.daaa,https://www.threads.net/@ma_do_pal,ma_do_pal
zzzin._.daaa,https://www.threads.net/@jaylee_traveler,jaylee_traveler
zzzin._.daaa,https://www.threads.net/@yyj.photo,yyj.photo
zzzin._.daaa,https://www.threads.net/@serendipty3437,serendipty3437
zzzin._.daaa,https://www.threads.net/@_k_jixxy,_k_jixxy
gloomyygo,https://www.threads.net/@koko_thehealer,koko_thehealer
gloomyygo,https://www.threads.net/@shu______u,shu______u
gloomyygo,https://www.threads.net/@knnittinglim,knnittinglim
gloomyygo,https://www.threads.net/@365.memory_,365.memory_
gloomyygo,https://www.threads.net/@chu_russs,chu_russs
gloomyygo,https://www.threads.net/@ccm0.928,ccm0.928
gloomyygo,https://www.threads.net/@normal_n_elegant_life,normal_n_elegant_life
gloomyygo,https://www.threads.net/@gosony0908,gosony0908
gloomyygo,https://www.threads.net/@fevernova111,fevernova111
gloomyygo,https://www.threads.net/@kkiiuu_77,kkiiuu_77
gloomyygo,https://www.threads.net/@saebomingming,saebomingming
gloomyygo,https://www.threads.net/@ps_pinksky,ps_pinksky
gloomyygo,https://www.threads.net/@dnk13018,dnk13018
gloomyygo,https://www.threads.net/@47diet_mming,47diet_mming
gloomyygo,https://www.threads.net/@pjsbr_28,pjsbr_28
gloomyygo,https://www.threads.net/@__geungmi,__geungmi
gloomyygo,https://www.threads.net/@glorii_l,glorii_l
gloomyygo,https://www.threads.net/@musejeiya,musejeiya
gloomyygo,https://www.threads.net/@happy_desking,happy_desking
gloomyygo,https://www.threads.net/@_selfishrabbit_,_selfishrabbit_
arbolbajo,https://www.threads.net/@iamjjeun,iamjjeun
arbolbajo,https://www.threads.net/@torque_mangto,torque_mangto
arbolbajo,https://www.threads.net/@lica_toon,lica_toon
arbolbajo,https://www.threads.net/@sankalpvg,sankalpvg
arbolbajo,https://www.threads.net/@indieromancebishes,indieromancebishes
arbolbajo,https://www.threads.net/@summerly0_0,summerly0_0
arbolbajo,https://www.threads.net/@im._.fame,im._.fame
arbolbajo,https://www.threads.net/@love_shlee,love_shlee
arbolbajo,https://www.threads.net/@f0r2oopercent,f0r2oopercent
arbolbajo,https://www.threads.net/@minjaekim_cno_mph,minjaekim_cno_mph
arbolbajo,https://www.threads.net/@__hxrx_it,__hxrx_it
arbolbajo,https://www.threads.net/@rose.luvzzu,rose.luvzzu
arbolbajo,https://www.threads.net/@diiing_one_,diiing_one_
arbolbajo,https://www.threads.net/@huke1484,huke1484
arbolbajo,https://www.threads.net/@hanbyul_hangyul_,hanbyul_hangyul_
arbolbajo,https://www.threads.net/@see_dong_hwi,see_dong_hwi
arbolbajo,https://www.threads.net/@alex_foleyartist,alex_foleyartist
arbolbajo,https://www.threads.net/@ijiyeon1150,ijiyeon1150
arbolbajo,https://www.threads.net/@brian.maierhofer,brian.maierhofer
arbolbajo,https://www.threads.net/@winners_village,winners_village
hanbyul_hangyul_,https://www.threads.net/@woooiii_17,woooiii_17
hanbyul_hangyul_,https://www.threads.net/@arbolbajo,arbolbajo
hanbyul_hangyul_,https://www.threads.net/@jyouthlee,jyouthlee
hanbyul_hangyul_,https://www.threads.net/@fivebillonsgirl_ksl,fivebillonsgirl_ksl
hanbyul_hangyul_,https://www.threads.net/@jadomomseoah,jadomomseoah
hanbyul_hangyul_,https://www.threads.net/@_calm_calm,_calm_calm
hanbyul_hangyul_,https://www.threads.net/@wngml_x0,wngml_x0
hanbyul_hangyul_,https://www.threads.net/@er_ape,er_ape
hanbyul_hangyul_,https://www.threads.net/@mer0dy.328,mer0dy.328
hanbyul_hangyul_,https://www.threads.net/@yiseo_ashenisland_,yiseo_ashenisland_
hanbyul_hangyul_,https://www.threads.net/@sean_lee70,sean_lee70
hanbyul_hangyul_,https://www.threads.net/@leeleeleese,leeleeleese
hanbyul_hangyul_,https://www.threads.net/@crush119119119,crush119119119
hanbyul_hangyul_,https://www.threads.net/@seonmi9720,seonmi9720
hanbyul_hangyul_,https://www.threads.net/@sicccgr,sicccgr
hanbyul_hangyul_,https://www.threads.net/@ohhfascinating,ohhfascinating
hanbyul_hangyul_,https://www.threads.net/@rollingstone.uni,rollingstone.uni
hanbyul_hangyul_,https://www.threads.net/@gloomygloww,gloomygloww
hanbyul_hangyul_,https://www.threads.net/@dkandlfmaaaaa,dkandlfmaaaaa
hanbyul_hangyul_,https://www.threads.net/@hun2l,hun2l
dream_y1004,https://www.threads.net/@anding_baby,anding_baby
dream_y1004,https://www.threads.net/@taesa_saju,taesa_saju
dream_y1004,https://www.threads.net/@soultalk.official,soultalk.official
dream_y1004,https://www.threads.net/@unlalasam,unlalasam
dream_y1004,https://www.threads.net/@hoony820326,hoony820326
dream_y1004,https://www.threads.net/@roziboutique,roziboutique
dream_y1004,https://www.threads.net/@habbiness_jyang,habbiness_jyang
dream_y1004,https://www.threads.net/@a.lacert.a,a.lacert.a
dream_y1004,https://www.threads.net/@kor.betta_king,kor.betta_king
dream_y1004,https://www.threads.net/@bonjour.mignon,bonjour.mignon
dream_y1004,https://www.threads.net/@oohd_studio,oohd_studio
dream_y1004,https://www.threads.net/@9eumbungeo,9eumbungeo
dream_y1004,https://www.threads.net/@meme850410,meme850410
dream_y1004,https://www.threads.net/@leejjangcats,leejjangcats
dream_y1004,https://www.threads.net/@qhfk_1218,qhfk_1218
dream_y1004,https://www.threads.net/@beloiro,beloiro
dream_y1004,https://www.threads.net/@yooni._.bb,yooni._.bb
dream_y1004,https://www.threads.net/@arum2222,arum2222
dream_y1004,https://www.threads.net/@travelscanner.kr,travelscanner.kr
dream_y1004,https://www.threads.net/@marienzoo_cafe,marienzoo_cafe
the_modgu,https://www.threads.net/@__ssuzip,__ssuzip
the_modgu,https://www.threads.net/@healthy_diet_10kg,healthy_diet_10kg
the_modgu,https://www.threads.net/@gla.tary,gla.tary
the_modgu,https://www.threads.net/@chan_ran100,chan_ran100
the_modgu,https://www.threads.net/@sim__table,sim__table
the_modgu,https://www.threads.net/@arirang.home,arirang.home
the_modgu,https://www.threads.net/@cupoftea_mag,cupoftea_mag
the_modgu,https://www.threads.net/@danyeong_9,danyeong_9
the_modgu,https://www.threads.net/@mungmung_o_oa,mungmung_o_oa
the_modgu,https://www.threads.net/@siaru_01,siaru_01
the_modgu,https://www.threads.net/@rubyvely_1227,rubyvely_1227
the_modgu,https://www.threads.net/@yeorij_official,yeorij_official
the_modgu,https://www.threads.net/@resumakekorea,resumakekorea
the_modgu,https://www.threads.net/@glamory.kr,glamory.kr
the_modgu,https://www.threads.net/@sale.onul,sale.onul
the_modgu,https://www.threads.net/@damse9700,damse9700
the_modgu,https://www.threads.net/@milkable,milkable
the_modgu,https://www.threads.net/@myo_hagae,myo_hagae
the_modgu,https://www.threads.net/@lottoismath,lottoismath
the_modgu,https://www.threads.net/@ggyull_ceo,ggyull_ceo
the_modgu,https://www.threads.net/@kim_sanggoo,kim_sanggoo
jjin_me0w,https://www.threads.net/@raaaaaaan.knitting,raaaaaaan.knitting
jjin_me0w,https://www.threads.net/@hi830310,hi830310
jjin_me0w,https://www.threads.net/@cantabile_96,cantabile_96
jjin_me0w,https://www.threads.net/@pilja.cat,pilja.cat
jjin_me0w,https://www.threads.net/@jjjjjjjihyun,jjjjjjjihyun
jjin_me0w,https://www.threads.net/@cvgxxio,cvgxxio
jjin_me0w,https://www.threads.net/@yein.kim__,yein.kim__
jjin_me0w,https://www.threads.net/@ajour_clinic,ajour_clinic
jjin_me0w,https://www.threads.net/@_puum_kinn_,_puum_kinn_
jjin_me0w,https://www.threads.net/@accungglutes,accungglutes
jjin_me0w,https://www.threads.net/@bandit_bullly,bandit_bullly
jjin_me0w,https://www.threads.net/@gomovemove,gomovemove
jjin_me0w,https://www.threads.net/@toripani,toripani
jjin_me0w,https://www.threads.net/@vn_haeromi,vn_haeromi
jjin_me0w,https://www.threads.net/@growthwithheeya,growthwithheeya
jjin_me0w,https://www.threads.net/@margoholy,margoholy
jjin_me0w,https://www.threads.net/@hyeon__cc,hyeon__cc
jjin_me0w,https://www.threads.net/@yozoh_k,yozoh_k
jjin_me0w,https://www.threads.net/@xxuxcxhxx,xxuxcxhxx
jjin_me0w,https://www.threads.net/@jjj._q_,jjj._q_
mer0dy.328,https://www.threads.net/@ji_youn.2028,ji_youn.2028
mer0dy.328,https://www.threads.net/@hello.ung,hello.ung
mer0dy.328,https://www.threads.net/@kyoung_fruitkiller,kyoung_fruitkiller
mer0dy.328,https://www.threads.net/@spiritnlifechurch,spiritnlifechurch
mer0dy.328,https://www.threads.net/@shinae.lee.02,shinae.lee.02
mer0dy.328,https://www.threads.net/@wlwlwl_on,wlwlwl_on
mer0dy.328,https://www.threads.net/@durumiwageoboogi,durumiwageoboogi
mer0dy.328,https://www.threads.net/@c.c.craft_,c.c.craft_
mer0dy.328,https://www.threads.net/@shadowofsunny,shadowofsunny
mer0dy.328,https://www.threads.net/@kim_a_m_u,kim_a_m_u
mer0dy.328,https://www.threads.net/@lover_dock,lover_dock
mer0dy.328,https://www.threads.net/@kwonsmind,kwonsmind
mer0dy.328,https://www.threads.net/@jwbr1009,jwbr1009
mer0dy.328,https://www.threads.net/@brianisdada,brianisdada
mer0dy.328,https://www.threads.net/@do_gang_ha,do_gang_ha
mer0dy.328,https://www.threads.net/@kim.moneyelect,kim.moneyelect
mer0dy.328,https://www.threads.net/@river.park.9,river.park.9
mer0dy.328,https://www.threads.net/@clarikyung_98,clarikyung_98
mer0dy.328,https://www.threads.net/@mooong_ge,mooong_ge
mer0dy.328,https://www.threads.net/@chohanla40,chohanla40
